	RAM	DAPE
173	-0.092825347	
174	-0.097050099	
175	-0.050452978	
176	-0.099585832	
177	-0.076565382	
178	-0.080436826	
179	-0.087737966	
180	-0.087711016	
181	-0.093224893	
182	-0.079239885	
183	-0.092402087	
184	-0.100254027	
185	-0.067844487	
186	-0.072990968	
187	-0.087360975	
188	-0.122055537	
189	-0.084159698	
190	-0.089428771	
191	-0.078175313	
192	-0.085975393	
193	-0.060369997	
194	-0.087800404	
195	-0.091415848	
196	-0.100656634	
197	-0.096598039	
198	-0.09882199	
199	-0.088261394	
200	-0.112068198	
201	-0.091664542	
202	-0.0864219	
203	-0.100497335	
204	-0.084652515	
205	-0.090200838	
206	-0.062317548	
207	-0.096485602	
208	-0.09884938	
209	-0.079819693	
210	-0.094287787	
211	-0.104482484	
212	-0.084582071	
213	-0.08319056	
214	-0.094406813	
215	-0.087668437	
216	-0.093138373	
217	-0.086016108	
218	-0.088363758	
219	-0.095270634	
220	-0.109406633	
221	-0.068659898	
222	-0.063052279	
223	-0.062521748	
224	-0.089423386	
225	-0.107237669	
226	-0.071238716	
227	-0.094831225	
228	-0.08776537	
229	-0.079478854	
230	-0.062141175	
231	-0.091807991	
232	-0.088011159	
233	-0.054655586	
234	-0.064231157	
235	-0.100282165	
236	-0.086770408	
237	-0.093021069	
238	-0.080390737	
239	-0.081560496	
240	-0.089622562	
241	-0.063997882	
242	-0.103838914	
243	-0.092977991	
244	-0.093292682	
245	-0.095497415	
246	-0.100617512	
247	-0.100322386	
248	-0.087157893	
249	-0.095713541	
250	-0.082715769	
251	-0.065011543	
252	-0.094409338	
253	-0.067628461	
254	-0.061849656	
255	-0.048925025	
256	-0.084375543	
257	-0.081659805	
258	-0.056023073	
259	-0.066030872	
260	-0.096292471	
261	-0.070362854	
262	-0.078762133	
263	-0.089487482	
264	-0.090936155	
265	-0.096798301	
266	-0.07610512	
267	-0.099102311	
268	-0.091848095	
269	-0.121239194	
270	-0.077694038	
271	-0.07328779	
272	-0.085153094	
273	-0.0747016	
274	-0.07683914	
275	-0.08232482	
276	-0.082775608	
277	-0.070514722	
278	-0.078907253	
279	-0.079161892	
280	-0.075711931	
281	-0.076549304	
282	-0.070732317	
283	-0.107601186	
284	-0.086497069	
285	-0.070421101	
286	-0.084712058	
287	-0.083037718	
288	-0.080737729	
289	-0.068387976	
290	-0.084630375	
291	-0.057259456	
292	-0.091584746	
293	-0.055823239	
294	-0.075257957	
295	-0.05985496	
296	-0.078365986	
297	-0.095587223	
298	-0.098859813	
299	-0.076715259	
300	-0.06922789	
301	-0.074297687	
302	-0.076715482	
303	-0.079734539	
304	-0.073314199	
305	-0.090956874	
306	-0.073312374	
307	-0.098425898	
308	-0.082857894	
309	-0.061118834	
310	-0.048892034	
311	-0.065150167	
312	-0.070317746	
313	-0.06678559	
314	-0.071465864	
315	-0.071266348	
316	-0.072329766	
317	-0.073100481	
318	-0.086404249	
319	-0.067405111	
320	-0.080893877	
321	-0.069004759	
322	-0.063375318	
323	-0.079634833	
324	-0.071002707	
325	-0.080207798	
326	-0.099451648	
327	-0.09541639	
328	-0.083407142	
329	-0.034988735	
330	-0.063852417	
331	-0.059913683	
332	-0.079090114	
333	-0.069068935	
334	-0.061580672	
335	-0.067476761	
336	-0.072745911	
337	-0.071882148	
338	-0.058378447	
339	-0.063125436	
340	-0.074910748	
341	-0.067616549	
342	-0.072985774	
343	-0.047861558	
344	-0.046025202	
345	-0.077001739	
346	-0.056678599	
347	-0.070924812	
348	-0.07249843	
349	-0.068121688	
350	-0.049349597	
351	-0.070365201	
352	-0.066882443	
353	-0.073818271	
354	-0.060644134	
355	-0.077679948	
356	-0.062707391	
357	-0.054810085	
358	-0.045699613	
359	-0.090480927	
360	-0.074117492	
361	-0.065966788	
362	-0.055530621	
363	-0.049958362	
364	-0.067653355	
365	-0.062367958	
366	-0.051854436	
367	-0.059279347	
368	-0.072783328	
369	-0.093424589	
370	-0.078596644	
371	-0.046309064	
372	-0.06975253	
373	-0.0606953	
374	-0.058523253	
375	-0.083548051	
376	-0.055664195	
377	-0.073480479	
378	-0.084986359	
379	-0.060558982	
380	-0.042002065	
381	-0.065344066	
382	-0.085671047	
383	-0.069201482	
384	-0.054836718	
385	-0.083455732	
386	-0.075392286	
387	-0.048049559	
388	-0.075050562	
389	-0.047210379	
390	-0.055600326	
391	-0.069425548	
392	-0.03168353	
393	-0.058178866	
394	-0.064228017	
395	-0.058779552	
396	-0.09174883	
397	-0.052631409	
398	-0.084761905	
399	-0.084147417	
400	-0.06362445	
401	-0.054847432	
402	-0.097058527	
403	-0.063637686	
404	-0.048286618	
405	-0.064214232	
406	-0.082284528	
407	-0.080619739	
408	-0.084645879	
409	-0.086387335	
410	-0.054595546	
411	-0.082476851	
412	-0.078681353	
413	-0.050137773	
414	-0.046912977	
415	-0.053794552	
416	-0.045479009	
417	-0.04474028	
418	-0.063788681	
419	-0.059946686	
420	-0.053738122	
421	-0.067316796	
422	-0.064000186	
423	-0.059422785	
424	-0.025970307	
425	-0.048792297	
426	-0.064158325	
427	-0.078272076	
428	-0.053322576	
429	-0.065298394	
430	-0.05420724	
431	-0.044928639	
432	-0.071805855	
433	-0.07722214	
434	-0.057026528	
435	-0.044416263	
436	-0.047771225	
437	-0.061286566	
438	-0.074164379	
439	-0.072164752	
440	-0.056640224	
441	-0.069787119	
442	-0.045568698	
443	-0.067345583	
444	-0.07310315	
445	-0.059008845	
446	-0.085838669	
447	-0.059385497	
448	-0.048879951	
449	-0.075239996	
450	-0.066022698	
451	-0.061276186	
452	-0.049403713	
453	-0.022748923	
454	-0.039338498	
455	-0.067580095	
456	-0.071134452	
457	-0.071427045	
458	-0.075146004	
459	-0.0504288	
460	-0.067518095	
461	-0.066223481	
462	-0.035099183	
463	-0.051581547	
464	-0.053622249	
465	-0.074913351	
466	-0.043322732	
467	-0.055289227	
468	-0.023318216	
469	-0.058006108	
470	-0.068893654	
471	-0.04628292	
472	-0.0509014	
473	-0.080872417	
474	-0.081600682	
475	-0.070436056	
476	-0.058385828	
477	-0.052157429	
478	-0.042283557	
479	-0.065645424	
480	-0.054272016	
481	-0.09465143	
482	-0.070906603	
483	-0.07472958	
484	-0.063909909	
485	-0.067604659	
486	-0.0496539	
487	-0.070082668	
488	-0.04269346	
489	-0.045555296	
490	-0.051138665	
491	-0.066854282	
492	-0.04695572	
493	-0.051937864	
494	-0.053540809	
495	-0.066920083	
496	-0.063807124	
497	-0.056062905	
498	-0.046938981	
499	-0.045908415	
500	-0.045680657	
501	-0.0513349	
502	-0.049195787	
503	-0.067308036	
504	-0.044783198	
505	-0.062154679	
506	-0.027688803	
507	-0.062260286	
508	-0.039882452	
509	-0.081006739	
510	-0.05670105	
511	-0.055403687	
512	-0.057406657	
513	-0.069559279	
514	-0.080367353	
515	-0.070270602	
516	-0.060021097	
517	-0.045935554	
518	-0.068611798	
519	-0.047741167	
520	-0.046989267	
521	-0.045992523	
522	-0.08936324	
523	-0.073412102	
524	-0.056416402	
525	-0.070650087	
526	-0.054919532	
527	-0.034462436	
528	-0.082946641	
529	-0.049309598	
530	-0.066673631	
531	-0.057303831	
532	-0.056999208	
533	-0.064323761	
534	-0.046755165	
535	-0.046978962	
536	-0.052328978	
537	-0.052911108	
538	-0.037121262	
539	-0.038208102	
540	-0.039240963	
541	-0.041731455	
542	-0.057459901	
543	-0.044451866	
544	-0.051565347	
545	-0.098542743	
546	-0.060505538	
547	-0.072481393	
548	-0.044999833	
549	-0.05584903	
550	-0.062345306	
551	-0.068715702	
552	-0.084102083	
553	-0.058716138	
554	-0.058899805	
555	-0.065672456	
556	-0.038033092	
557	-0.047746525	
558	-0.050665504	
559	-0.020958821	
560	-0.03909902	
561	-0.018070241	
562	-0.032369095	
563	-0.015547554	
564	-0.068155406	
565	-0.083179748	
566	-0.029312675	
567	-0.054287078	
568	-0.044703498	
569	-0.045928637	
570	-0.038504802	
571	-0.043180033	
572	-0.04751173	
573	-0.030295242	
574	-0.027821882	
575	-0.050417034	
576	-0.053179941	
577	-0.040910608	
578	-0.02020509	
579	-0.04937452	
580	-0.055502746	
581	-0.037658343	
582	-0.046176524	
583	-0.015499565	
584	-0.051788952	
585	-0.027462706	
586	-0.023434499	
587	-0.050246866	
588	-0.036213165	
589	-0.040734443	
590	-0.038351757	
591	-0.019340047	
592	-0.068852413	
593	-0.051457267	
594	-0.067887999	
595	-0.033914827	
596	-0.066809806	
597	-0.027367978	
598	-0.06965876	
599	-0.079220262	
600	-0.051770353	
601	-0.011899815	
602	-0.042769561	
603	-0.046585351	
604	-0.061064802	
605	-0.053673993	
606	-0.033959628	
607		0.00172154
608	-0.0681197	
609	-0.039679882	
610	-0.036308658	
611	-0.022642441	
612	-0.044695397	
613	-0.030379025	
614	-0.047701378	
615	-0.073910046	
616	-0.0534264	
617	-0.04751786	
618	-0.058514131	
619	-0.04601138	
620	-0.043372371	
621	-0.022258624	
622	-0.019635827	
623	-0.082139819	
624	-0.011497678	
625	-0.05293638	
626	-0.05360244	
627	-0.021605659	
628	-0.04841246	
629	-0.023606965	
630		0.007363852
631	-0.045967507	
632	-0.051001854	
633	-0.01894351	
634	-0.063227485	
635	-0.040341599	
636	-0.043141738	
637	-0.023671953	
638	-0.056146098	
639	-0.062475306	
640	-0.054335566	
641	-0.018913484	
642	-0.051136279	
643	-0.006945797	
644	-0.031526371	
645	-0.056325327	
646	-0.017263243	
647	-0.045603215	
648	-0.048658256	
649	-0.04599097	
650	-0.058774414	
651	-0.058398249	
652	-0.038872307	
653	-0.035267984	
654	-0.008413515	
655	-0.062963284	
656	-0.032134393	
657	-0.058018572	
658	-0.04208264	
659	-0.060404045	
660	-0.039735126	
661	-0.031234264	
662	-0.008526678	
663	-0.034312184	
664	-0.045050353	
665	-0.049311339	
666	-0.044757293	
667	-0.012128057	
668	-0.025406184	
669	-0.058043407	
670	-0.036729602	
671	-0.03732536	
672	-0.043093278	
673	-0.047641317	
674	-0.051669977	
675	-0.010261415	
676	-0.016991543	
677	-0.029920459	
678	-0.049330163	
679	-0.051200661	
680	-0.069033124	
681	-0.056999165	
682	-0.023921887	
683	-0.045076511	
684		0.003831635
685	-0.002605955	
686	-0.06811234	
687	-0.065536188	
688	-0.053662611	
689	-0.039075817	
690		0.00568294
691	-0.010882776	
692	-0.066071487	
693	-0.069328164	
694	-0.046012404	
695	-0.052183848	
696	-0.00053214	
697	-0.056003553	
698	-0.020176334	
699	-0.006119062	
700	-0.028478563	
701	-0.034700864	
702	-0.052409744	
703	-0.000213548	
704	-0.047382411	
705	-0.025070796	
706	-0.051016638	
707	-0.076821343	
708	-0.036252701	
709	-0.03634628	
710	-0.035480271	
711	-0.033831507	
712	-0.014427728	
713	-0.042714859	
714	-0.006462894	
715	-0.014925365	
716	-0.043260017	
717	-0.044855578	
718	-0.068498414	
719	-0.027837408	
720	-0.023979009	
721	-0.022645935	
722	-0.033586808	
723		0.001389381
724	-0.054380708	
725	-0.018671063	
726		0.009258142
727		0.006992893
728	-0.056014924	
729	-0.086160778	
730	-0.035508603	
731	-0.001030389	
732	-0.013557361	
733	-0.015121955	
734	-0.037428046	
735	-0.041893104	
736	-0.043497026	
737	-0.03622632	
738	-0.028672406	
739		0.007842957
740	-0.010311073	
741	-0.060498565	
742	-0.064374789	
743	-0.052936779	
744	-0.077930141	
745	-0.018055183	
746	-0.015262036	
747	-0.009536078	
748	-0.050492718	
749	-0.055398362	
750	-0.054554038	
751	-0.041074879	
752	-0.019638121	
753	-0.03784211	
754	-0.044085094	
755	-0.04202475	
756	-0.033366765	
757	-0.035764638	
758	-0.019836537	
759	-0.012721766	
760	-0.046767842	
761	-0.036987114	
762	-0.045966275	
763	-0.041082428	
764	-0.035981877	
765		0.004585658
766	-0.040566506	
767	-0.033991559	
768	-0.03239046	
769	-0.001625799	
770	-0.018090926	
771	-0.022476154	
772	-0.02073075	
773		0.001690866
774	-0.0346408	
775	-0.020483615	
776	-0.046101676	
777	-0.055400936	
778	-0.030575191	
779	-0.020379167	
780	-0.061070525	
781	-0.007541537	
782	-0.007135923	
783	-0.069169028	
784	-0.031568408	
785	-0.025650205	
786	-0.034484543	
787		0.014901021
788	-0.036005134	
789	-0.0516538	
790		0.002000472
791	-0.025922793	
792	-0.037025288	
793	-0.032832939	
794		0.00206192
795	-0.006366668	
796	-0.010538514	
797	-0.014443258	
798	-0.020124697	
799	-0.03694685	
800	-0.048417602	
801	-0.059246941	
802	-0.070189577	
803	-0.02384845	
804	-0.050286188	
805	-0.055837747	
806	-0.017789743	
807	-0.00359438	
808	-0.066294505	
809	-0.063477731	
810		0.02583502
811	-0.05433958	
812	-0.030949616	
813	-0.031284203	
814	-0.009899742	
815	-0.028865354	
816	-0.04282366	
817	-0.033865279	
818	-0.073662585	
819	-0.050099652	
820	-0.031661651	
821	-0.011686215	
822	-0.040963857	
823		0.002760834
824	-0.034954169	
825	-0.03114092	
826	-0.058739805	
827	-0.053179642	
828	-0.032538096	
829	-0.019854993	
830	-0.010068423	
831		0.021816626
832	-0.001872888	
833	-0.027342977	
834	-0.054251586	
835	-0.05808137	
836	-0.01921237	
837	-0.039534707	
838		0.026538244
839		0.019373029
840	-0.039846334	
841	-0.028315886	
842		0.002230927
843	-0.04817704	
844	-0.012509311	
845	-0.004160556	
846	-0.054112467	
847	-0.024635469	
848	-0.00347607	
849	-0.035723019	
850		0.018179229
851	-0.018854321	
852	-0.048660483	
853		0.005205574
854	-0.014806704	
855	-0.04794645	
856	-0.009605588	
857	-0.061400891	
858	-0.056022331	
859		0.008729714
860	-0.002764597	
861	-0.016873521	
862	-0.034167581	
863	-0.008222744	
864	-0.064383768	
865	-0.001167002	
866	-0.034522741	
867		0.032140202
868	-0.004911519	
869	-0.014268441	
870	-0.054156799	
871	-0.038217454	
872		0.011219325
873	-0.034385254	
874	-0.043675127	
875	-0.036184228	
876		0.004548153
877		0.014116995
878	-0.01826591	
879	-0.050242189	
880	-0.034987361	
881		0.005686746
882	-0.041000964	
883	-0.01197605	
884		0.000833124
885	-0.029485041	
886	-0.055555262	
887	-0.014673661	
888	-0.019801655	
889	-0.026391326	
890	-0.012267419	
891		0.009389231
892		0.008703452
893	-0.00958547	
894	-0.037990004	
895	-0.006846005	
896	-0.026943201	
897	-0.000696197	
898	-0.006028189	
899	-0.041874822	
900	-0.034655695	
901	-0.0153724	
902		0.002709834
903	-0.00800211	
904	-0.027978804	
905	-0.034640036	
906	-0.000656511	
907	-0.049012118	
908	-0.046220078	
909		0.027403732
910	-0.006161951	
911		0.027949077
912	-0.024169096	
913	-0.023479367	
914	-0.030781421	
915	-0.027244139	
916	-0.07617739	
917	-0.0518179	
918	-0.009113474	
919	-0.023021059	
920	-0.010009533	
921	-0.026998686	
922		0.005760309
923		0.012457808
924	-0.011961388	
925	-0.021834352	
926	-0.034048521	
927		0.016994587
928		0.045203331
929	-0.022775291	
930	-0.021563304	
931	-0.011646771	
932	-0.034085216	
933	-0.018736347	
934	-0.011849228	
935	-0.022846791	
936	-0.015953871	
937	-0.035372452	
938	-0.049150035	
939	-0.033346824	
940	-0.006722212	
941		0.008135966
942	-0.042017458	
943	-0.012422059	
944	-0.020294283	
945	-0.007159868	
946	-0.052166058	
947		0.016891525
948	-0.013139823	
949		0.013585912
950	-0.030178154	
951		0.013669898
952	-0.007906097	
953		0.001546125
954	-0.028880079	
955	-0.012049241	
956	-0.00682846	
957	-0.033461299	
958		0.002397196
959	-0.004902147	
960	-0.004681401	
961		0.000935906
962		0.010738051
963	-0.007880915	
964	-0.021343348	
965	-0.01865549	
966	-0.011811433	
967		0.044152201
968		0.004315932
969	-0.03018621	
970		0.032249768
971		0.024590075
972		0.049429939
973		0.013500554
974	-2.48155E-05	
975		0.022619774
976		0.018548065
977		0.036408703
978		0.033546528
979		0.032864913
980		0.016193504
981	-0.015123882	
982		0.031362704
983		0.030857358
984		0.036752706
985		0.039763048
986	-0.015598887	
987		0.057116916
988		0.060689756
989		0.046122662
990		0.032544259
991		0.037008112
992		0.010070526
993		0.050784545
994		0.055953908
995		0.032926117
996		0.095417151
997		0.161082983
998		0.105134258
999		0.086414086
