	RAM	DAPE
484	0.707413595	0.643503686
485	0.70724787	0.639643211
486	0.706909066	0.657255166
487	0.706410534	0.636327866
488	0.706025825	0.663332365
489	0.705477133	0.659921837
490	0.705316334	0.654177669
491	0.705280724	0.638426443
492	0.705261842	0.658306122
493	0.704649281	0.652711417
494	0.704554341	0.651013532
495	0.703611336	0.636691253
496	0.703331078	0.639523954
497	0.70329777	0.647234865
498	0.703260593	0.656321611
499	0.703193657	0.657285242
500	0.702861385	0.657180728
501	0.702514886	0.651179986
502	0.702484843	0.653289056
503	0.702448404	0.635140369
504	0.701802643	0.657019446
505	0.701462174	0.639307495
506	0.701140303	0.673451499
507	0.700812752	0.638552466
508	0.700811017	0.660928565
509	0.700557513	0.619550773
510	0.700465841	0.643764792
511	0.70013516	0.644731473
512	0.699917336	0.642510678
513	0.699693698	0.630134419
514	0.699685614	0.619318261
515	0.69831747	0.628046869
516	0.698199106	0.638178009
517	0.697772696	0.651837142
518	0.697623142	0.629011344
519	0.697204095	0.649462928
520	0.696947626	0.649958359
521	0.696628377	0.650635854
522	0.695898214	0.606534974
523	0.695873432	0.62246133
524	0.695694118	0.639277716
525	0.695687731	0.625037645
526	0.695598358	0.640678826
527	0.695447978	0.660985542
528	0.695393641	0.612447
529	0.69505661	0.645747012
530	0.69481075	0.62813712
531	0.69471765	0.63741382
532	0.693575529	0.636576321
533	0.693502642	0.629178881
534	0.6934323	0.646677136
535	0.69325176	0.646272799
536	0.693192442	0.640863464
537	0.693108942	0.640197833
538	0.692876503	0.655755241
539	0.692872449	0.654664347
540	0.692827777	0.653586814
541	0.692446442	0.650714988
542	0.692274808	0.634814907
543	0.692248283	0.647796417
544	0.692148911	0.640583564
545	0.69163217	0.593089427
546	0.691312183	0.630806644
547	0.691117166	0.618635773
548	0.690973761	0.645973928
549	0.690950609	0.635101579
550	0.6908613	0.628515994
551	0.690426962	0.62171126
552	0.690158794	0.60605671
553	0.689750035	0.631033898
554	0.689725042	0.630825237
555	0.689577397	0.62390494
556	0.689166259	0.651133167
557	0.688606455	0.64085993
558	0.688433259	0.637767755
559	0.688061661	0.66710284
560	0.688017555	0.648918535
561	0.687742421	0.66967218
562	0.687338641	0.654969546
563	0.687249602	0.671702048
564	0.687172704	0.619017298
565	0.687043303	0.603863555
566	0.687000867	0.657688191
567	0.68694084	0.632653762
568	0.686152741	0.641449242
569	0.685670665	0.639742028
570	0.685571605	0.647066803
571	0.685382776	0.642202743
572	0.685263284	0.637751554
573	0.685141687	0.654846444
574	0.68504439	0.657222508
575	0.68492304	0.634506006
576	0.68486236	0.631682419
577	0.683944287	0.643033679
578	0.683362115	0.663157025
579	0.68183841	0.63246389
580	0.681629043	0.626126297
581	0.681519923	0.64386158
582	0.681489724	0.6353132
583	0.681459623	0.665960058
584	0.681380501	0.62959155
585	0.680891913	0.653429207
586	0.680852442	0.657417942
587	0.680610911	0.630364045
588	0.68054581	0.644332644
589	0.680501759	0.639767316
590	0.680302429	0.641950672
591	0.679482307	0.66014226
592	0.679248281	0.610395868
593	0.678866908	0.627409641
594	0.678153964	0.610265965
595	0.677104554	0.643189727
596	0.677101894	0.610292089
597	0.675608234	0.648240256
598	0.675288327	0.605629567
599	0.675156344	0.595936081
600	0.674980311	0.623209958
601	0.674378358	0.662478543
602	0.673807589	0.631038028
603	0.673647002	0.62706165
604	0.673620917	0.612556115
605	0.673286368	0.619612374
606	0.673161769	0.63920214
607	0.673023361	0.674744901
608	0.672905119	0.604785419
609	0.672815036	0.633135155
610	0.672766244	0.636457587
611	0.672594335	0.649951895
612	0.672439845	0.627744448
613	0.672132827	0.641753802
614	0.672106742	0.624405363
615	0.671946606	0.59803656
616	0.671791464	0.618365064
617	0.671692481	0.624174622
618	0.671309517	0.612795385
619	0.671277054	0.625265674
620	0.671202079	0.627829708
621	0.670698161	0.648439537
622	0.670544224	0.650908397
623	0.670522743	0.588382924
624	0.670324187	0.658826508
625	0.670284511	0.617348131
